,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
585,2352,20.82,1.0490000000000002,1.012,4.85,18.77,6.14,28.39,60,1.036,70.0,1.5,Specific Gravity,All Grain,1.25,21.11,Blonde Ale
586,2357,3.79,1.083,1.022,7.96,72.98,6.99,5.68,60,1.055,65.0,1.5,Specific Gravity,All Grain,0.5,23.89,American IPA
587,2367,15.14,1.046,1.01,4.7,32.95,4.39,18.93,60,1.037,50.0,1.4,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
588,2374,42.59,1.068,1.017,6.73,39.5,13.75,46.37,60,1.063,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
589,2376,23.0,1.065,1.013,7.12,61.57,7.02,28.0,60,1.053,78.0,3.5,Specific Gravity,All Grain,0.75,20.0,American IPA
590,2382,41.64,1.069,1.015,7.11,75.31,6.54,47.7,75,1.06,70.0,1.25,Specific Gravity,All Grain,0.5,21.11,American Pale Ale
591,2384,20.82,1.058,1.017,5.32,45.91,5.51,24.61,60,1.0490000000000002,60.0,1.5,Specific Gravity,All Grain,0.35,19.44,American Pale Ale
592,2386,21.0,1.101,1.028,9.59,97.27,10.3,24.4,90,1.087,75.0,3.0,Specific Gravity,All Grain,1.25,68.0,Imperial IPA
593,2387,9.0,1.055,1.015,5.16,20.65,4.86,12.0,60,1.041,70.0,3.0,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
594,2388,20.82,1.042,1.01,4.21,59.8,4.72,28.39,90,1.031,81.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA
595,2389,5.0,1.042,1.009,4.38,28.99,5.71,8.5,60,1.025,75.0,9.0,Specific Gravity,All Grain,0.35,18.0,American IPA
596,2390,21.77,1.072,1.017,7.25,57.26,6.09,24.61,60,1.064,65.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
597,2391,20.82,1.063,1.014,6.5,56.34,8.53,28.39,60,1.047,65.0,4.0,Specific Gravity,All Grain,0.75,17.22,American IPA
598,2392,41.64,1.06,1.015,5.91,43.29,41.84,53.0,60,1.047,65.0,1.33,Specific Gravity,All Grain,0.75,18.33,American Stout
599,2399,28.0,1.045,1.01,4.52,41.45,4.52,37.0,60,1.034,70.0,2.9,Specific Gravity,All Grain,0.35,19.0,Blonde Ale
600,2401,25.0,1.055,1.012,5.63,16.65,7.98,31.0,60,1.044,80.0,2.4,Specific Gravity,All Grain,0.5,24.0,Saison
601,2402,53.0,1.054,1.012,5.58,36.08,6.13,46.0,60,1.062,87.0,3.0,Specific Gravity,All Grain,1.0,20.0,American Pale Ale
602,2406,20.82,1.092,1.034,7.65,65.37,5.55,26.5,60,1.064,65.0,1.5,Specific Gravity,All Grain,1.0,17.78,American IPA
603,2409,41.64,15.1335,3.57087,6.26,82.27,7.25,49.21,60,12.9,63.0,1.25,Plato,All Grain,0.35,20.0,American IPA
604,2415,20.82,1.06,1.014,5.98,98.76,9.1,25.21,60,1.0490000000000002,75.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
605,2419,20.82,1.065,1.016,6.4,61.84,9.58,26.5,90,1.051,70.0,1.5,Specific Gravity,All Grain,0.5,17.22,American IPA
606,2421,22.71,1.05,1.009,5.42,38.0,5.6,26.5,60,1.043,72.0,1.5,Specific Gravity,All Grain,0.5,22.22,American Pale Ale
607,2424,113.56,1.043,1.008,4.52,21.64,4.98,121.13,90,1.04,85.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
608,2426,21.77,1.051,1.011,5.21,17.07,4.72,26.5,60,1.042,70.0,1.7,Specific Gravity,All Grain,1.25,18.33,Witbier
609,2428,20.82,1.055,1.012,5.62,69.32,5.92,28.39,90,1.04,79.0,1.52,Specific Gravity,All Grain,0.75,20.0,American IPA
610,2434,56.78,1.055,1.013,5.52,30.67,11.65,85.17,60,1.037,35.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
611,2449,17.0,1.051,1.01,5.42,64.54,7.82,19.0,90,1.046,30.0,5.0,Specific Gravity,All Grain,1.25,18.0,American IPA
612,2453,20.82,1.055,1.013,5.49,33.24,11.06,28.39,90,1.04,73.0,1.25,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
613,2456,18.93,1.068,1.015,6.96,50.97,6.66,22.71,60,1.057,70.0,1.5,Specific Gravity,All Grain,0.75,21.11,Saison
614,2475,20.0,1.087,1.016,9.32,62.51,12.68,26.0,60,1.067,70.0,3.0,Specific Gravity,All Grain,1.25,18.0,American IPA
615,2478,20.82,1.057,1.011,6.09,45.06,9.68,24.61,60,1.0490000000000002,66.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
616,2479,37.85,1.062,1.016,6.11,45.23,36.92,43.53,60,1.054,72.0,1.38,Specific Gravity,All Grain,0.35,20.0,American Stout
617,2482,18.93,1.07,1.02,6.58,44.86,21.63,30.28,60,1.044,65.0,1.5,Specific Gravity,All Grain,0.35,18.89,Irish Red Ale
618,2491,10.41,1.06,1.011,6.46,34.74,4.78,15.14,60,1.041,63.0,1.25,Specific Gravity,All Grain,0.5,18.33,Saison
619,2496,12.3,1.055,1.011,5.69,31.78,17.47,15.14,60,1.044,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Amber Ale
620,2497,23.0,1.069,1.016,7.31,170.22,8.98,35.0,60,1.045,66.0,2.6,Specific Gravity,All Grain,0.75,19.0,American IPA
621,2500,18.93,1.0759999999999998,1.019,7.49,227.86,5.09,28.39,60,1.051,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
622,2506,42.0,1.053,1.01,5.61,45.95,5.2,57.5,90,1.039,85.0,4.5,Specific Gravity,All Grain,0.75,18.0,American Pale Ale
623,2508,20.82,1.067,1.007,7.83,44.63,5.09,33.31,90,1.042,70.0,1.5,Specific Gravity,All Grain,1.0,25.0,Saison
624,2513,20.82,1.093,1.017,9.99,369.79,5.29,54.89,90,1.035,75.0,1.5,Specific Gravity,All Grain,0.5,20.0,American IPA
625,2517,20.82,1.042,1.007,4.64,22.48,4.25,28.39,90,1.031,70.0,1.25,Specific Gravity,All Grain,1.5,12.78,American Light Lager
626,2522,62.46,1.054,1.014,5.28,30.67,6.67,82.14,60,1.041,70.0,1.3,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
627,2524,23.0,1.065,1.016,6.4,138.42,10.43,31.0,120,1.048,75.0,3.0,Specific Gravity,All Grain,0.75,23.0,American IPA
628,2528,26.5,1.091,1.022,9.03,78.66,10.72,28.39,60,1.079,70.0,1.5,Specific Gravity,All Grain,0.5,18.89,Imperial IPA
629,2529,18.93,1.045,1.01,4.59,24.23,10.27,24.61,60,1.035,70.0,1.5,Specific Gravity,All Grain,0.35,17.78,Irish Red Ale
630,2531,37.85,1.0659999999999998,1.017,6.5,60.52,7.13,47.32,60,1.053,75.0,1.5,Specific Gravity,All Grain,0.5,20.56,American Pale Ale
631,2532,20.82,1.065,1.013,6.85,60.73,31.41,28.39,60,1.048,75.0,2.0,Specific Gravity,All Grain,1.5,21.11,American Stout
632,2535,19.87,1.058,1.012,6.06,53.97,4.04,22.71,60,1.051,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
633,2540,40.0,1.056,1.013,5.59,34.2,4.85,50.0,90,1.045,70.4,3.0,Specific Gravity,All Grain,0.75,18.0,American Pale Ale
634,2549,20.82,1.045,1.01,4.53,25.7,3.25,26.5,60,1.035,70.0,1.5,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
635,2553,12.3,1.051,1.014,4.79,50.99,4.22,17.98,60,1.035,70.0,1.5,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
636,2557,18.93,1.0659999999999998,1.021,6.0,65.13,9.99,24.61,60,1.051,70.0,1.25,Specific Gravity,All Grain,0.75,21.11,American IPA
637,2562,20.82,1.0590000000000002,1.013,6.04,45.73,6.85,24.98,60,1.0490000000000002,72.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
638,2566,20.82,1.052,1.014,5.05,17.22,3.63,24.61,60,1.044,70.0,1.5,Specific Gravity,All Grain,0.5,22.22,Witbier
639,2568,19.68,1.055,1.013,5.53,28.12,6.04,23.09,60,1.047,70.0,1.25,Specific Gravity,All Grain,0.5,22.22,Saison
640,2572,20.82,1.061,1.015,6.04,47.26,7.98,27.25,60,1.046,61.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
641,2576,3.79,1.084,1.013,9.37,95.16,9.01,5.68,90,1.056,70.0,2.0,Specific Gravity,All Grain,1.0,20.0,Imperial IPA
642,2577,20.82,1.075,1.018,7.45,73.24,4.94,26.5,60,1.0590000000000002,65.0,1.2,Specific Gravity,All Grain,0.35,18.33,American IPA
643,2580,48.0,1.047,1.011,4.71,35.22,10.06,65.0,80,1.035,66.0,2.8,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
644,2581,20.0,1.052,1.012,5.13,48.7,7.38,28.4,60,1.036,68.0,3.1,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
645,2586,10.0,1.065,1.018,6.18,42.32,36.81,12.0,60,1.055,70.0,2.5,Specific Gravity,All Grain,0.35,18.0,American IPA
646,2591,30.0,1.0590000000000002,1.011,6.31,37.59,30.88,35.0,60,1.051,70.0,3.0,Specific Gravity,All Grain,0.75,20.0,American Stout
647,2592,23.0,1.061,1.011,6.54,46.62,9.06,29.0,60,1.048,73.0,2.61,Specific Gravity,All Grain,0.5,18.0,American IPA
648,2601,20.82,1.062,1.02,5.44,74.52,7.37,24.61,60,1.052,70.0,1.5,Specific Gravity,All Grain,1.0,21.11,American Pale Ale
649,2602,20.82,1.067,1.012,7.2,25.93,11.9,31.42,90,1.044,68.0,1.5,Specific Gravity,All Grain,0.75,21.11,Saison
650,2603,24.61,1.0659999999999998,1.015,6.64,61.78,19.89,34.07,90,1.041,75.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Amber Ale
651,2607,22.71,1.0659999999999998,1.015,6.7,37.74,9.67,36.38,90,1.041,70.0,1.25,Specific Gravity,All Grain,1.0,17.78,American IPA
652,2609,21.0,1.047,1.009,5.0,36.09,6.73,25.0,60,1.04,70.0,3.0,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
653,2611,18.93,1.055,1.01,5.92,16.27,16.81,24.61,60,1.042,75.0,1.5,Specific Gravity,All Grain,0.75,19.44,Irish Red Ale
654,2613,20.0,1.043,1.007,4.71,17.76,5.1,20.0,60,1.043,35.0,3.0,Specific Gravity,All Grain,0.35,20.0,Blonde Ale
655,2622,20.82,1.06,1.01,6.61,27.6,4.58,34.07,90,1.037,75.0,3.0,Specific Gravity,All Grain,0.35,15.56,American Pale Ale
656,2628,41.64,1.0490000000000002,1.01,5.17,30.7,3.82,47.32,60,1.043,75.0,1.25,Specific Gravity,All Grain,0.5,17.78,American Pale Ale
657,2630,21.77,1.063,1.012,6.73,50.36,4.95,27.44,60,1.05,80.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
658,2631,20.82,1.096,1.027,9.97,114.85,15.99,28.39,75,1.07,77.0,1.5,Specific Gravity,All Grain,0.75,18.89,Imperial IPA
659,2639,40.0,1.051,1.01,5.39,22.35,10.18,70.0,60,1.029,55.0,3.0,Specific Gravity,All Grain,0.35,20.0,Blonde Ale
660,2640,19.0,1.038,1.009,3.84,38.18,2.71,26.0,60,1.028,60.0,3.0,Specific Gravity,All Grain,0.75,18.0,American Light Lager
661,2650,20.0,1.06,1.01,6.57,63.01,9.39,26.0,60,1.046,75.0,3.0,Specific Gravity,All Grain,0.75,18.0,American IPA
662,2651,110.0,1.0490000000000002,1.009,5.25,29.89,10.71,115.0,90,1.047,78.0,3.0,Specific Gravity,All Grain,0.75,18.0,American Amber Ale
663,2653,22.71,1.053,1.013,5.31,87.43,6.37,28.39,60,1.036,75.0,1.5,Specific Gravity,All Grain,0.35,26.11,Saison
664,2654,18.93,1.068,1.017,6.58,30.29,3.59,22.71,60,1.056,80.0,2.0,Specific Gravity,All Grain,0.35,20.0,Saison
665,2655,20.44,1.051,1.008,5.69,61.68,5.87,28.39,60,1.037,72.0,1.3,Specific Gravity,All Grain,0.75,22.22,American IPA
666,2656,25.0,1.054,1.015,5.12,39.86,42.96,32.0,60,1.042,70.0,4.5,Specific Gravity,All Grain,0.35,17.0,American Stout
667,2657,41.64,1.052,1.013,5.06,32.36,5.29,53.0,60,1.041,80.0,1.5,Specific Gravity,All Grain,0.75,20.0,Blonde Ale
668,2662,53.0,1.077,1.017,7.91,120.83,10.08,62.46,60,1.0659999999999998,70.0,1.4,Specific Gravity,All Grain,0.5,21.0,Imperial IPA
669,2667,18.93,1.082,1.014,8.94,115.42,6.78,24.61,60,1.063,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,Imperial IPA
670,2671,20.82,1.069,1.02,6.46,54.83,37.14,28.39,60,1.05,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,American Stout
671,2672,21.58,1.061,1.009,6.88,6.26,9.43,29.53,60,1.045,46.0,1.3,Specific Gravity,All Grain,1.0,25.0,Saison
672,2676,11.36,1.077,1.021,7.4,74.08,7.58,17.03,60,1.051,68.0,1.3,Specific Gravity,All Grain,0.75,18.89,American IPA
673,2677,10.22,1.054,1.012,5.44,37.19,39.94,12.49,60,1.044,72.0,1.5,Specific Gravity,All Grain,1.0,18.33,American Stout
674,2679,37.85,1.069,1.01,7.78,102.79,8.2,35.96,60,1.064,75.5,1.25,Specific Gravity,All Grain,2.0,18.33,American IPA
675,2682,20.82,1.055,1.015,5.2,34.55,15.48,26.5,60,1.043,70.0,1.33,Specific Gravity,All Grain,0.5,18.33,American Amber Ale
676,2685,21.0,1.053,1.011,5.41,14.65,7.07,28.1,90,1.039,70.0,3.5,Specific Gravity,All Grain,0.75,19.0,Witbier
677,2702,41.64,1.06,1.013,6.16,61.93,4.89,49.21,90,1.051,75.0,1.3,Specific Gravity,All Grain,1.25,20.0,American IPA
678,2703,18.93,1.055,1.015,5.23,42.4,50.0,32.18,60,1.032,65.0,1.5,Specific Gravity,All Grain,1.0,20.56,American Stout
679,2704,20.82,1.048,1.012,4.78,18.89,4.47,28.39,60,1.035,70.0,1.25,Specific Gravity,All Grain,0.35,20.0,Blonde Ale
680,2707,75.0,1.043,1.011,4.21,14.78,3.27,80.0,60,1.04,64.0,2.5,Specific Gravity,All Grain,0.75,19.0,Witbier
681,2712,6.0,1.056,1.01,5.96,72.89,6.83,9.0,60,1.037,70.0,3.33,Specific Gravity,All Grain,0.75,20.0,American IPA
682,2725,18.93,1.054,1.016,4.94,43.51,18.53,24.61,60,1.042,70.0,1.25,Specific Gravity,All Grain,0.5,20.0,Irish Red Ale
683,2731,40.0,1.0590000000000002,1.012,6.09,59.28,4.72,50.0,60,1.047,70.0,3.0,Specific Gravity,All Grain,1.25,18.0,American Pale Ale
684,2735,21.0,1.053,1.011,5.53,63.4,9.97,25.0,90,1.045,70.0,3.3,Specific Gravity,All Grain,0.75,18.0,American IPA
685,2737,40.0,1.058,1.016,5.51,87.92,6.09,46.0,60,1.051,87.0,3.0,Specific Gravity,All Grain,0.75,20.0,American IPA
686,2750,41.64,1.0590000000000002,1.015,5.87,74.73,8.7,53.0,60,1.047,70.0,1.0,Specific Gravity,All Grain,0.75,19.44,American IPA
687,2758,19.87,1.058,1.016,5.47,37.44,8.39,28.39,90,1.041,73.0,1.5,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
688,2760,20.82,1.03,1.008,2.89,83.45,6.52,28.39,60,1.022,35.0,1.5,Specific Gravity,All Grain,0.35,21.67,American IPA
689,2761,11.36,1.06,1.018,5.55,55.51,37.29,18.93,60,1.034,75.0,1.25,Specific Gravity,All Grain,0.35,20.0,American Stout
690,2769,21.0,1.058,1.01,6.19,204.88,5.73,28.5,60,1.042,75.0,4.0,Specific Gravity,All Grain,0.75,20.0,American IPA
691,2770,20.82,1.067,1.014,7.01,35.85,5.55,26.5,60,1.053,75.0,1.25,Specific Gravity,All Grain,0.35,29.44,Saison
692,2775,39.75,1.05,1.011,5.16,46.98,5.18,47.32,60,1.042,70.0,1.33,Specific Gravity,All Grain,0.5,18.89,American Pale Ale
693,2784,41.64,1.053,1.013,5.23,47.14,13.94,28.39,60,1.078,70.0,1.25,Specific Gravity,All Grain,0.75,65.56,Irish Red Ale
694,2785,20.82,1.055,1.013,5.48,37.44,9.47,28.39,60,1.041,75.0,1.5,Specific Gravity,All Grain,0.35,16.67,American Pale Ale
695,2789,21.0,13.0654,3.7762,5.0,36.37,7.16,26.0,75,10.6,80.0,3.0,Plato,All Grain,0.35,19.0,American Pale Ale
696,2793,20.0,1.055,1.012,5.68,37.4,6.12,20.0,60,1.055,70.0,1.5,Specific Gravity,All Grain,0.35,16.0,American Pale Ale
697,2800,20.82,1.042,1.012,3.94,35.35,18.47,28.39,60,1.031,60.0,1.5,Specific Gravity,All Grain,0.35,21.11,American Brown Ale
698,2801,1075.0,1.0590000000000002,1.011,6.29,46.75,8.8,1200.0,90,1.053,83.0,3.0,Specific Gravity,All Grain,0.35,20.0,American IPA
699,2802,21.0,11.2589,2.30115,4.76,49.49,8.63,28.5,60,8.4,68.0,6.0,Plato,All Grain,0.75,20.0,American Pale Ale
700,2803,18.93,1.054,1.015,5.07,37.85,40.0,24.61,60,1.041,60.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Stout
701,2804,19.87,1.075,1.019,7.33,72.84,14.37,26.5,60,1.056,75.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
702,2808,20.82,1.0490000000000002,1.012,4.87,26.86,18.27,28.39,60,1.036,72.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Brown Ale
703,2809,20.8,1.06,1.011,6.44,21.39,8.5,28.4,70,1.038,70.0,3.1,Specific Gravity,All Grain,0.5,22.0,Saison
704,2818,18.93,1.078,1.016,8.12,86.79,9.89,26.5,60,1.056,74.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
705,2828,20.82,1.088,1.029,7.73,102.54,5.76,28.39,60,1.065,75.0,1.5,Specific Gravity,All Grain,0.5,19.44,American IPA
706,2829,18.93,1.051,1.012,5.1,56.77,6.0,31.31,90,1.031,63.0,1.25,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
707,2831,20.82,1.074,1.018,7.44,142.44,10.65,24.61,60,1.063,68.0,1.5,Specific Gravity,All Grain,2.0,18.33,Imperial IPA
708,2833,25.0,1.037,1.007,4.0,28.96,2.68,28.5,90,1.033,73.0,4.2,Specific Gravity,All Grain,1.0,20.0,Saison
709,2838,19.87,1.068,1.017,6.66,77.64,47.02,28.39,90,1.047,72.0,1.4,Specific Gravity,All Grain,0.75,18.33,American Stout
710,2841,20.82,1.061,1.012,6.32,78.52,4.44,25.85,60,1.0490000000000002,60.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
711,2846,20.0,1.067,1.011,7.32,78.36,6.87,23.0,60,1.0590000000000002,70.0,3.0,Specific Gravity,All Grain,0.5,18.0,American IPA
712,2851,43.53,1.047,1.013,4.47,15.46,5.84,49.21,60,1.042,70.0,1.25,Specific Gravity,All Grain,1.25,18.89,Blonde Ale
713,2859,20.82,1.06,1.012,6.32,24.74,7.33,24.61,60,1.051,75.0,1.33,Specific Gravity,All Grain,0.35,21.11,Saison
714,2862,22.0,1.072,1.012,7.85,78.71,9.89,28.5,90,1.055,70.0,3.0,Specific Gravity,All Grain,1.25,20.0,American IPA
715,2869,20.82,1.057,1.012,5.85,55.98,35.15,28.39,60,1.041,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
716,2875,20.82,1.073,1.017,7.41,112.21,9.38,28.43,60,1.054,80.0,1.5,Specific Gravity,All Grain,0.35,20.0,Imperial IPA
717,2879,18.93,1.056,1.015,5.36,49.63,5.1,25.74,60,1.041,76.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale
718,2880,18.93,1.0759999999999998,1.014,8.23,90.02,6.59,24.61,60,1.0590000000000002,70.0,1.5,Specific Gravity,All Grain,0.75,16.67,American IPA
719,2883,34.07,1.063,1.016,6.24,96.59,37.8,47.32,60,1.046,75.0,1.25,Specific Gravity,All Grain,0.5,19.44,American IPA
720,2890,20.82,1.054,1.014,5.26,40.24,5.73,25.36,60,1.044,74.0,1.25,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
721,2894,39.75,1.06,1.015,5.81,49.59,6.06,53.94,70,1.044,75.0,1.33,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
722,2899,25.0,1.081,1.014,8.72,72.1,17.04,28.5,60,1.071,70.0,2.5,Specific Gravity,All Grain,1.25,26.0,American IPA
723,2908,20.0,1.04,1.008,4.23,38.97,5.33,24.0,90,1.034,75.0,4.0,Specific Gravity,All Grain,0.35,18.0,American Pale Ale
724,2910,41.64,1.061,1.012,6.51,91.57,6.75,45.42,60,1.056,80.0,1.5,Specific Gravity,All Grain,1.0,18.33,American IPA
725,2914,22.71,1.0590000000000002,1.011,6.22,57.67,6.34,30.7,60,1.043,70.0,3.0,Specific Gravity,All Grain,0.5,18.33,American IPA
726,2915,22.71,1.062,1.011,6.65,82.19,11.3,27.44,60,1.051,65.0,1.5,Specific Gravity,All Grain,1.0,20.0,American IPA
727,2918,18.17,1.075,1.013,8.17,65.36,7.28,22.71,60,1.06,70.0,1.5,Specific Gravity,All Grain,1.0,18.33,American IPA
728,2922,20.82,15.8891,2.85237,7.06,79.51,9.31,26.5,60,12.6,69.0,1.5,Plato,All Grain,1.0,14.44,American IPA
729,2924,37.85,1.067,1.014,6.88,91.18,6.93,43.53,60,1.058,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
730,2926,586.74,1.058,1.014,5.85,54.32,14.16,643.52,60,1.053,78.0,1.25,Specific Gravity,All Grain,1.0,20.0,American Amber Ale
731,2927,22.71,1.06,1.01,6.61,62.08,3.99,30.28,60,1.045,70.0,1.5,Specific Gravity,All Grain,0.75,22.22,American Pale Ale
732,2928,20.82,1.07,1.019,6.64,63.8,4.61,20.82,60,1.07,80.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
733,2936,7.57,1.029,1.008,2.77,13.27,10.58,10.79,60,1.02,72.0,1.5,Specific Gravity,All Grain,0.75,20.0,Irish Red Ale
734,2938,45.42,1.071,1.009,8.05,56.2,6.93,56.4,90,1.057,80.0,1.25,Specific Gravity,All Grain,1.0,18.89,Imperial IPA
735,2949,20.82,13.052,3.5274,5.12,50.96,4.06,24.23,60,11.3,70.0,1.25,Plato,All Grain,0.75,20.0,American Pale Ale
736,2950,18.93,1.08,1.024,7.3,75.9,13.89,26.5,60,1.057,75.0,1.25,Specific Gravity,All Grain,0.35,21.11,American Pale Ale
737,2951,4.16,1.056,1.016,5.22,43.85,7.56,7.57,60,1.031,71.0,2.0,Specific Gravity,All Grain,0.35,17.22,American IPA
738,2953,20.82,1.055,1.009,6.05,66.47,5.86,24.23,60,1.048,75.0,2.0,Specific Gravity,All Grain,0.5,20.0,American IPA
739,2954,20.82,1.0659999999999998,1.023,5.67,29.74,6.93,28.39,60,1.043,70.0,1.25,Specific Gravity,All Grain,0.75,20.56,American IPA
740,2955,90.85,1.061,1.017,5.78,67.78,4.78,90.85,90,1.061,80.0,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
741,2958,18.93,1.063,1.018,5.99,56.4,7.03,26.4,60,1.045,69.0,2.6,Specific Gravity,All Grain,0.5,20.0,American IPA
742,2960,15.0,1.0490000000000002,1.014,4.61,19.91,3.28,23.0,60,1.032,70.0,2.7,Specific Gravity,All Grain,0.5,19.0,Witbier
743,2961,50.0,1.0590000000000002,1.014,5.93,20.99,10.02,50.0,60,1.0590000000000002,78.0,3.0,Specific Gravity,All Grain,0.75,18.0,Irish Red Ale
744,2972,23.66,1.054,1.013,5.37,28.47,5.07,28.39,75,1.045,75.0,1.6,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
745,2976,20.82,1.058,1.007,6.62,36.2,11.38,28.39,90,1.042,80.0,1.25,Specific Gravity,All Grain,0.5,26.67,Saison
746,2977,20.0,1.047,1.011,4.8,40.31,13.63,25.0,60,1.038,73.9,3.0,Specific Gravity,All Grain,0.35,19.0,American IPA
747,2978,24.61,1.053,1.006,6.25,30.42,4.26,30.28,90,1.043,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,Saison
748,2984,41.64,1.061,1.014,6.08,66.31,5.53,49.21,60,1.051,80.0,1.3,Specific Gravity,All Grain,0.75,19.44,American IPA
749,2987,20.82,1.065,1.015,6.53,93.96,6.51,26.5,90,1.051,70.0,1.5,Specific Gravity,All Grain,1.0,18.89,American IPA
750,2988,7.0,1.043,1.009,4.41,21.24,11.58,8.9,75,1.034,75.0,2.7,Specific Gravity,All Grain,0.75,23.0,Irish Red Ale
751,2991,58.0,1.058,1.015,5.63,31.74,7.11,67.0,90,1.05,75.0,3.0,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
752,2992,17.03,1.086,1.022,8.49,31.81,33.96,22.71,60,1.065,70.0,1.5,Specific Gravity,All Grain,0.35,23.89,Saison
753,3004,22.0,1.063,1.016,6.12,28.63,9.1,28.0,60,1.05,70.0,3.25,Specific Gravity,All Grain,0.75,22.0,Saison
754,3005,20.82,1.087,1.017,9.23,118.08,15.05,28.39,90,1.064,75.0,1.5,Specific Gravity,All Grain,1.0,20.0,American Amber Ale
755,3011,20.82,1.0659999999999998,1.019,6.14,76.14,5.75,28.39,60,1.048,72.0,1.5,Specific Gravity,All Grain,0.5,20.56,American IPA
756,3013,21.0,1.058,1.017,5.36,48.88,14.26,26.0,30,1.047,70.0,3.5,Specific Gravity,All Grain,0.75,18.0,American Amber Ale
757,3016,20.82,1.0590000000000002,1.014,6.02,116.04,6.81,23.66,45,1.052,81.0,1.5,Specific Gravity,All Grain,0.75,17.22,American Amber Ale
758,3017,19.0,1.056,1.01,6.02,28.63,4.0,24.0,60,1.044,70.0,3.3,Specific Gravity,All Grain,0.75,27.0,Saison
759,3018,18.93,1.0590000000000002,1.011,6.29,73.77,50.0,24.61,60,1.045,60.0,1.25,Specific Gravity,All Grain,0.5,18.33,American Stout
760,3022,58.67,1.047,1.009,5.01,47.66,10.32,70.03,70,1.039,68.0,1.33,Specific Gravity,All Grain,1.0,20.0,American Pale Ale
761,3023,55.0,1.067,1.017,6.57,82.4,9.6,65.0,90,1.056,70.0,3.0,Specific Gravity,All Grain,1.0,19.0,American IPA
762,3028,22.94,1.078,1.02,7.63,74.03,5.6,35.96,90,1.05,60.0,2.0,Specific Gravity,All Grain,1.25,21.11,American IPA
763,3030,19.0,1.067,1.014,6.89,32.0,6.93,27.0,60,1.047,70.0,2.5,Specific Gravity,All Grain,0.35,18.0,American Pale Ale
764,3033,20.82,1.09,1.017,9.56,98.38,11.55,23.66,60,1.07,72.0,1.25,Specific Gravity,All Grain,1.25,16.67,Imperial IPA
765,3036,20.82,1.08,1.018,8.22,99.47,8.0,28.39,60,1.0590000000000002,75.0,1.25,Specific Gravity,All Grain,0.35,20.0,Imperial IPA
766,3037,20.82,1.055,1.015,5.18,48.8,9.52,24.61,60,1.046,75.0,1.25,Specific Gravity,All Grain,0.75,17.22,American Pale Ale
767,3042,39.75,1.058,1.014,5.77,66.33,5.56,49.21,90,1.047,74.0,1.33,Specific Gravity,All Grain,1.25,20.0,American IPA
768,3043,20.82,1.038,1.009,3.79,33.79,7.96,34.07,90,1.023,65.0,1.5,Specific Gravity,All Grain,1.25,18.89,American IPA
769,3047,20.82,1.095,1.025,9.2,89.42,5.75,28.39,60,1.07,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,Witbier
